Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Team,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Performance_PSxG,Performance_PSxG+/-,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_AvgDist,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Pass_Ast,Pass_xAG,Pass_xA,Pass_KP,Pass_1/3,Pass_PPA,Pass_CrsPA,Pass_PrgP,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA Types_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Defend_Int,Defend_Tkl+Int,Defend_Clr,Defend_Err,Poss,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
2023-08-27,18:30 (00:30),Matchweek 2,Sun,Away,D,1,1,Juventus,1,10,4,40.0,0.1,0.25,21.7,1,0,0,0.5,0.5,0.05,0.5,0.5,Bologna,3,1,2,66.7,0,0.6,-0.4,0,0,0,0,8,24,33.3,28,3,67.9,44.4,7,71.4,49.6,22,0,0.0,0,9.0,343,430,79.8,5750,2075,154,174,88.5,133,153,86.9,34,68,50.0,1,0.4,0.4,7,19,6,0,29,430,384,46,18,0,2,9,17,2,1,0,0,343,0,10,17,14,0,2,0,1,0,2,2,0,0,0,0,0,18,11,14,4,0,12,26,46.2,14,14,4,10,6,24,27,0,42.0,551,75,220,248,88,15,551,14,5,35.7,6,42.9,250,1405,619,10,12,4,15,7,341,29,1,0,0,13,13,0,9,6,11,0,0,0,45,11,12,47.8
2023-09-02,18:30 (00:30),Matchweek 3,Sat,Home,W,2,1,Cagliari,2,15,7,46.7,0.13,0.29,17.3,0,0,1,2.3,1.5,0.11,-0.3,0.5,Bologna,1,1,0,0.0,0,0.8,-0.2,0,0,0,0,1,3,33.3,15,5,6.7,22.2,11,18.2,31.9,14,1,7.1,0,2.5,677,771,87.8,10950,3272,359,389,92.3,258,277,93.1,44,69,63.8,1,0.8,0.7,11,58,10,3,59,771,716,54,13,0,5,17,23,5,3,1,0,677,1,9,29,23,2,0,3,1,0,3,2,0,0,1,0,0,17,9,10,6,1,8,15,53.3,7,10,1,9,6,23,13,0,71.0,865,46,171,488,211,22,864,15,5,33.3,8,53.3,610,3427,1859,22,19,4,12,3,673,58,1,0,0,9,9,1,17,6,9,0,0,0,48,7,6,53.8
2023-09-18,20:45 (02:45),Matchweek 4,Mon,Away,D,0,0,Hellas Verona,0,11,4,36.4,0.0,0.0,20.9,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Bologna,1,0,1,100.0,1,0.2,0.2,0,0,0,0,6,14,42.9,43,3,32.6,30.8,4,0.0,14.3,12,0,0.0,0,12.5,506,585,86.5,8884,3062,212,235,90.2,232,258,89.9,47,71,66.2,0,0.5,0.7,9,25,10,4,37,585,534,50,23,0,1,15,18,4,2,1,0,506,1,1,21,19,0,1,1,0,0,0,0,0,0,0,0,0,8,5,4,3,1,3,9,33.3,6,12,3,9,5,13,15,1,60.0,682,79,281,313,94,23,682,14,6,42.9,6,42.9,481,2569,1080,16,10,4,16,9,499,36,2,0,0,10,16,1,15,5,5,0,0,0,52,17,11,60.7
2023-09-24,18:00 (00:00),Matchweek 5,Sun,Home,D,0,0,Napoli,0,4,2,50.0,0.0,0.0,15.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Bologna,4,0,4,100.0,1,0.4,0.4,1,0,0,1,9,11,81.8,31,4,25.8,29.4,11,27.3,30.0,14,0,0.0,0,5.5,423,489,86.5,7212,2610,196,211,92.9,163,180,90.6,45,65,69.2,0,0.2,0.3,3,26,3,1,25,489,434,53,14,0,3,13,22,5,2,3,0,423,2,6,7,5,1,1,0,0,0,0,0,0,0,0,0,0,20,12,7,12,1,16,27,59.3,11,11,2,9,5,25,21,0,49.0,604,86,241,271,99,11,604,21,9,42.9,11,52.4,313,1849,968,17,8,3,20,10,417,25,4,0,0,16,11,2,13,5,12,0,1,0,37,9,3,75.0
2023-09-28,18:30 (00:30),Matchweek 6,Thu,Away,D,0,0,Monza,0,8,5,62.5,0.0,0.0,17.2,1,0,0,0.7,0.7,0.08,-0.7,-0.7,Bologna,3,0,3,100.0,1,0.7,0.7,0,0,0,0,2,4,50.0,22,4,18.2,28.9,6,0.0,16.5,18,1,5.6,0,8.0,474,562,84.3,7942,2488,239,268,89.2,187,209,89.5,40,64,62.5,0,0.2,0.4,5,43,3,0,42,562,524,36,10,1,4,17,14,5,3,2,0,474,2,6,14,8,3,2,0,1,0,0,0,0,0,0,0,0,14,5,6,8,0,5,11,45.5,6,7,3,4,9,23,26,0,53.0,652,68,168,329,164,17,652,18,9,50.0,8,44.4,446,2736,1591,31,16,5,8,4,473,42,3,1,1,15,9,2,17,9,5,0,0,0,46,19,9,67.9
2023-10-01,12:30 (18:30),Matchweek 7,Sun,Home,W,3,0,Empoli,3,21,9,42.9,0.14,0.33,17.3,1,0,0,2.4,2.4,0.12,0.6,0.6,Bologna,4,0,4,100.0,1,0.7,0.7,0,0,0,0,5,8,62.5,26,4,26.9,33.8,9,11.1,27.1,19,0,0.0,0,7.3,471,557,84.6,7420,2814,261,279,93.5,157,176,89.2,35,55,63.6,2,1.8,0.7,14,25,12,3,35,557,500,55,16,4,4,11,27,2,2,0,0,471,2,21,35,25,2,4,3,1,0,6,5,0,1,0,0,0,10,6,7,3,0,4,15,26.7,11,11,4,7,5,15,19,1,58.0,670,76,271,274,132,25,670,25,10,40.0,13,52.0,475,2141,1105,19,14,2,15,8,468,35,2,0,0,11,15,2,11,5,6,0,0,0,56,4,4,50.0
2023-10-07,15:00 (21:00),Matchweek 8,Sat,Away,D,2,2,Inter,2,7,2,28.6,0.14,0.5,19.9,0,1,1,1.3,0.5,0.08,0.7,0.5,Bologna,5,2,3,60.0,0,0.9,-1.1,0,0,0,0,7,19,36.8,29,6,48.3,39.4,8,62.5,49.5,24,1,4.2,0,4.3,298,391,76.2,5294,2074,127,148,85.8,144,160,90.0,24,61,39.3,1,0.5,0.3,5,22,2,0,27,391,346,44,12,2,0,13,14,7,3,3,0,298,1,11,13,7,2,0,1,3,0,4,3,0,0,0,1,0,15,10,10,3,2,6,13,46.2,7,16,5,11,17,32,31,0,37.0,521,70,202,248,75,6,520,10,2,20.0,7,70.0,212,1153,503,9,4,0,20,6,298,27,3,0,0,9,11,1,13,17,10,1,0,0,44,14,20,41.2
2023-10-22,15:00 (21:00),Matchweek 9,Sun,Home,W,2,1,Frosinone,2,12,6,50.0,0.17,0.33,15.7,1,0,0,1.5,1.5,0.13,0.5,0.5,Bologna,5,1,4,100.0,0,1.4,0.4,1,1,0,0,1,9,11.1,28,4,14.3,27.4,14,35.7,29.1,11,0,0.0,1,21.0,416,510,81.6,7008,2511,197,230,85.7,193,214,90.2,23,56,41.1,0,0.4,0.6,7,26,10,1,32,510,457,52,14,1,6,14,18,4,0,4,0,416,1,15,20,14,2,1,1,2,0,3,2,0,0,1,0,0,23,14,10,11,2,8,14,57.1,6,13,1,12,5,28,16,1,55.0,612,71,222,264,129,21,612,19,5,26.3,13,68.4,280,1221,572,12,10,1,11,7,412,32,2,0,0,10,13,1,14,5,14,0,1,0,47,8,10,44.4
2023-10-28,15:00 (21:00),Matchweek 10,Sat,Away,D,1,1,Sassuolo,1,9,4,44.4,0.11,0.25,20.9,1,0,0,1.0,1.0,0.11,0.0,0.0,Bologna,5,1,4,80.0,0,1.5,0.5,0,0,0,0,3,7,42.9,46,6,13.0,23.3,11,9.1,19.9,17,1,5.9,0,8.0,539,624,86.4,8773,2860,278,302,92.1,211,242,87.2,41,54,75.9,1,1.0,0.6,8,26,3,1,36,624,583,39,11,0,7,7,13,2,1,0,0,539,2,13,18,15,1,0,0,1,1,2,2,0,0,0,0,0,25,14,14,11,0,13,24,54.2,11,10,3,7,8,33,18,2,59.0,739,117,320,296,129,9,739,19,7,36.8,8,42.1,515,2461,1255,12,15,3,21,6,532,35,3,0,0,10,11,2,7,8,14,0,0,0,52,4,2,66.7
2023-11-03,20:45 (03:45),Matchweek 11,Fri,Home,W,1,0,Lazio,1,6,2,33.3,0.17,0.5,16.7,1,0,0,0.6,0.6,0.1,0.4,0.4,Bologna,1,0,1,100.0,1,0.0,0.0,0,0,0,0,9,12,75.0,43,6,23.3,26.7,11,18.2,22.2,16,1,6.3,0,8.0,493,585,84.3,8178,2833,230,246,93.5,216,237,91.1,31,52,59.6,1,0.5,0.3,4,19,2,1,21,585,534,51,7,0,2,10,30,2,1,1,0,493,0,21,12,8,0,3,0,1,0,2,2,0,0,0,0,0,15,10,8,7,0,5,14,35.7,9,14,6,8,16,31,18,0,50.0,697,108,366,251,86,13,697,25,15,60.0,10,40.0,443,1835,956,15,7,4,21,6,490,21,2,0,0,12,7,0,10,16,10,0,0,0,50,4,8,33.3
2023-11-12,15:00 (22:00),Matchweek 12,Sun,Away,L,1,2,Fiorentina,1,10,3,30.0,0.0,0.0,16.4,0,1,1,1.8,1.0,0.1,-0.8,-1.0,Bologna,4,2,2,75.0,0,1.6,-0.4,1,1,0,0,2,10,20.0,27,6,25.9,27.2,5,60.0,43.4,4,0,0.0,0,,432,536,80.6,7208,2411,199,231,86.1,181,203,89.2,34,66,51.5,0,0.3,0.2,8,20,6,3,42,536,481,53,18,0,6,15,24,3,1,2,0,432,2,13,18,13,1,2,1,1,0,1,0,0,0,0,1,0,22,16,10,10,2,11,18,61.1,7,16,6,10,2,24,11,0,61.0,634,60,243,314,85,11,633,23,7,30.4,14,60.9,401,1650,801,17,7,1,11,5,428,42,2,0,0,16,14,2,15,2,16,0,1,0,54,13,14,48.1
2023-11-27,20:45 (03:45),Matchweek 13,Mon,Home,W,2,0,Torino,2,13,2,15.4,0.15,1.0,17.5,0,0,0,1.5,1.5,0.12,0.5,0.5,Bologna,3,0,3,100.0,1,0.5,0.5,0,0,0,0,3,14,21.4,21,2,47.6,37.5,7,57.1,41.1,7,0,0.0,0,10.0,329,437,75.3,5115,1840,172,203,84.7,124,154,80.5,17,54,31.5,1,1.2,0.6,10,22,2,0,24,437,385,51,17,1,0,18,23,3,1,2,0,329,1,4,23,13,3,3,2,1,1,2,1,0,1,0,0,0,12,10,5,7,0,7,12,58.3,5,10,3,7,9,21,13,0,48.0,540,50,144,268,134,16,540,22,10,45.5,11,50.0,338,1738,766,11,12,1,14,6,327,24,3,0,0,16,15,1,18,9,10,0,0,0,48,13,13,50.0
2023-12-03,12:30 (19:30),Matchweek 14,Sun,Away,D,1,1,Lecce,1,11,4,36.4,0.09,0.25,16.5,1,0,0,1.2,1.2,0.11,-0.2,-0.2,Bologna,4,1,3,100.0,0,1.2,0.2,1,1,0,0,4,8,50.0,19,3,26.3,29.4,6,50.0,39.2,18,0,0.0,0,7.7,489,580,84.3,7661,2650,276,296,93.2,177,207,85.5,29,50,58.0,0,1.0,0.5,9,27,5,1,39,580,543,36,11,2,1,10,15,3,2,1,0,489,1,14,21,13,1,2,1,2,2,2,0,0,1,0,1,0,22,13,12,9,1,14,19,73.7,5,10,6,4,7,29,32,0,57.0,697,78,244,333,131,19,697,15,6,40.0,6,40.0,335,2255,1140,28,15,13,14,15,488,39,2,0,0,18,12,1,10,7,13,0,1,0,59,12,12,50.0
2023-12-10,18:00 (01:00),Matchweek 15,Sun,Away,W,2,1,Salernitana,2,10,5,50.0,0.2,0.4,18.2,0,0,0,2.1,2.1,0.21,-0.1,-0.1,Bologna,2,1,1,50.0,0,0.5,-0.5,0,0,0,0,2,12,16.7,29,3,31.0,30.8,5,60.0,45.2,20,2,10.0,0,7.7,633,716,88.4,9714,3128,358,385,93.0,216,238,90.8,35,57,61.4,0,0.7,0.5,7,46,8,1,41,716,666,48,20,1,4,6,20,1,0,1,0,633,2,4,15,12,0,2,1,0,0,2,0,0,1,1,0,0,12,5,5,6,1,6,11,54.5,5,5,4,1,5,17,23,0,65.0,817,68,233,438,152,16,817,22,11,50.0,11,50.0,597,2955,1385,22,13,4,12,16,629,41,2,0,0,15,20,2,6,5,5,0,0,0,47,11,15,42.3
2023-12-17,18:00 (01:00),Matchweek 16,Sun,Home,W,2,0,Roma,1,8,2,25.0,0.13,0.5,20.1,1,0,0,0.5,0.5,0.06,0.5,0.5,Bologna,3,0,3,100.0,1,1.0,1.0,0,0,0,0,1,7,14.3,34,3,20.6,26.9,2,0.0,23.0,13,0,0.0,2,22.0,497,573,86.7,7805,2422,248,259,95.8,203,224,90.6,25,49,51.0,1,0.4,1.0,6,34,6,0,35,573,539,30,18,2,2,5,9,0,0,0,0,497,4,9,15,12,0,1,1,1,0,2,2,0,0,0,0,0,18,15,7,10,1,7,10,70.0,3,9,2,7,6,24,23,0,55.0,672,64,214,360,104,15,672,22,10,45.5,9,40.9,419,2254,979,18,12,4,9,9,491,34,4,0,0,16,15,4,5,6,15,0,0,0,51,14,13,51.9
2023-12-23,15:00 (22:00),Matchweek 17,Sat,Home,W,1,0,Atalanta,1,9,1,11.1,0.11,1.0,28.0,0,0,0,0.7,0.7,0.08,0.3,0.3,Bologna,2,0,2,100.0,1,0.5,0.5,0,0,0,0,3,19,15.8,30,2,43.3,36.5,12,50.0,45.0,13,0,0.0,0,12.0,531,652,81.4,9121,2680,245,271,90.4,232,258,89.9,39,83,47.0,1,0.6,0.5,7,31,4,0,28,652,595,57,15,0,5,10,26,3,1,2,0,531,0,18,12,9,2,1,0,0,0,1,0,1,0,0,0,0,17,11,9,7,1,6,13,46.2,7,5,2,3,7,24,15,0,60.0,749,83,268,341,144,14,749,13,4,30.8,9,69.2,366,2197,908,15,10,4,13,9,519,26,2,0,0,10,12,0,10,7,11,0,0,0,49,11,17,39.3
2023-12-30,15:00 (22:00),Matchweek 18,Sat,Away,L,0,3,Udinese,0,14,5,35.7,0.0,0.0,17.0,1,0,0,0.9,0.9,0.07,-0.9,-0.9,Bologna,7,3,4,57.1,0,1.8,-1.2,0,0,0,0,0,1,0.0,10,2,10.0,23.9,9,0.0,16.8,10,0,0.0,0,5.0,514,598,86.0,8881,2701,210,234,89.7,259,285,90.9,32,54,59.3,0,0.7,1.0,8,53,7,1,51,598,544,54,15,0,3,16,19,7,6,1,0,514,0,7,21,15,4,0,1,1,0,0,0,0,0,0,0,0,21,10,8,8,5,14,24,58.3,10,8,2,6,2,23,13,0,73.0,702,53,159,393,153,22,702,18,8,44.4,7,38.9,446,2543,1331,16,13,5,15,9,508,50,5,0,0,14,14,0,16,2,10,0,0,0,39,11,8,57.9
2024-01-05,20:45 (03:45),Matchweek 19,Fri,Home,D,1,1,Genoa,1,21,8,38.1,0.05,0.13,17.5,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Bologna,1,1,0,0.0,0,0.3,-0.7,0,0,0,0,0,0,,17,5,0.0,18.9,6,0.0,13.5,9,0,0.0,1,42.0,617,731,84.4,10281,2928,311,337,92.3,246,284,86.6,48,75,64.0,1,1.1,0.9,17,60,10,4,65,731,678,51,9,1,9,39,23,11,10,0,0,617,2,12,38,32,3,1,2,0,0,2,1,0,0,1,0,0,16,10,7,7,2,7,9,77.8,2,9,0,9,4,20,11,0,71.0,841,40,163,460,223,27,841,26,12,46.2,14,53.8,584,3192,1684,24,12,4,16,5,608,65,3,0,0,8,9,2,39,4,10,0,0,0,47,9,6,60.0
2024-01-14,15:00 (22:00),Matchweek 20,Sun,Away,L,1,2,Cagliari,1,11,4,36.4,0.09,0.25,16.4,0,0,0,0.6,0.6,0.05,0.4,0.4,Bologna,2,2,1,0.0,0,0.6,-0.4,0,0,0,0,1,1,100.0,15,6,6.7,22.7,3,0.0,23.0,7,1,14.3,2,21.8,594,679,87.5,9949,2977,303,325,93.2,231,252,91.7,47,65,72.3,1,0.5,0.8,9,56,11,3,71,679,628,48,13,1,5,21,24,5,2,2,1,594,3,13,19,15,2,2,0,0,0,2,2,0,0,0,0,0,14,9,8,3,3,4,13,30.8,9,8,2,6,16,30,10,0,64.0,785,28,154,409,228,33,785,17,8,47.1,8,47.1,519,2777,1572,21,10,3,20,8,590,71,2,0,0,8,12,3,21,16,9,0,0,1,41,6,7,46.2
2024-01-27,20:45 (03:45),Matchweek 22,Sat,Away,D,2,2,Milan,2,14,3,21.4,0.07,0.33,18.1,0,1,1,1.8,1.0,0.08,0.2,0.0,Bologna,4,2,1,50.0,0,2.3,0.3,2,0,1,1,2,8,25.0,22,2,27.3,29.9,9,22.2,26.1,18,0,0.0,0,,411,486,84.6,6727,2150,209,229,91.3,169,187,90.4,25,48,52.1,1,0.8,0.4,10,27,4,1,28,486,445,40,16,0,2,7,11,1,0,1,0,411,1,8,26,18,1,2,4,1,0,3,0,0,1,1,1,0,18,10,8,7,3,8,16,50.0,8,3,0,3,7,25,17,0,50.0,583,70,205,267,117,25,582,14,6,42.9,7,50.0,310,2082,970,14,12,4,4,6,408,28,3,0,0,12,13,1,7,7,10,1,2,0,37,4,8,33.3
2024-02-03,20:45 (03:45),Matchweek 23,Sat,Home,W,4,2,Sassuolo,3,19,3,15.8,0.16,1.0,18.8,1,0,0,1.1,1.1,0.06,1.9,1.9,Bologna,4,2,2,50.0,0,0.9,-1.1,0,0,0,0,0,2,0.0,24,4,8.3,21.8,5,0.0,11.6,11,0,0.0,0,13.0,636,749,84.9,10293,3106,306,340,90.0,263,291,90.4,40,67,59.7,2,0.6,0.9,12,52,15,3,56,749,692,56,9,3,4,19,32,7,6,1,0,636,1,15,33,21,2,4,4,1,1,6,5,0,1,0,0,0,16,9,4,10,2,8,18,44.4,10,12,4,8,8,24,22,1,70.0,868,80,273,372,232,27,868,24,12,50.0,11,45.8,534,2638,1251,13,15,4,14,6,632,56,1,0,0,11,7,1,19,8,9,0,0,0,55,19,18,51.4
2024-02-11,15:00 (22:00),Matchweek 24,Sun,Home,W,4,0,Lecce,4,16,6,37.5,0.25,0.67,17.1,0,0,0,1.5,1.5,0.1,2.5,2.5,Bologna,3,0,3,100.0,1,0.6,0.6,0,0,0,0,5,16,31.3,33,6,33.3,31.1,9,55.6,42.9,7,0,0.0,0,5.5,564,666,84.7,8874,2779,289,310,93.2,214,232,92.2,37,79,46.8,2,0.5,0.5,11,27,8,0,35,666,618,48,13,2,2,7,21,4,3,0,0,564,0,13,26,20,3,1,2,0,0,4,3,0,0,1,0,0,23,15,8,12,3,8,13,61.5,5,15,3,12,5,28,8,1,64.0,777,71,268,358,155,19,777,19,9,47.4,9,47.4,412,2550,1173,21,15,4,17,5,560,34,1,0,0,10,12,0,7,5,15,0,0,0,57,7,14,33.3
2024-02-14,19:00 (02:00),Matchweek 21,Wed,Home,W,2,0,Fiorentina,2,18,7,38.9,0.11,0.29,15.0,0,0,0,2.1,2.1,0.12,-0.1,-0.1,Bologna,3,0,3,100.0,1,0.4,0.4,0,0,0,0,3,14,21.4,52,6,17.3,26.1,9,55.6,41.1,13,1,7.7,0,8.0,489,583,83.9,7857,2729,236,259,91.1,201,218,92.2,30,59,50.8,2,2.1,1.3,16,15,7,3,29,583,543,37,7,1,3,7,18,2,2,0,0,489,3,13,32,27,1,3,1,0,0,4,3,0,1,0,0,0,17,12,8,9,0,5,8,62.5,3,8,2,6,2,19,21,1,57.0,690,109,330,286,84,21,690,15,10,66.7,4,26.7,327,1949,904,18,9,7,13,7,486,28,2,0,0,11,8,3,7,2,12,0,0,0,51,22,24,47.8
2024-02-18,12:30 (19:30),Matchweek 25,Sun,Away,W,2,1,Lazio,2,11,3,27.3,0.18,0.67,16.9,1,0,0,1.4,1.4,0.13,0.6,0.6,Bologna,6,1,5,83.3,0,1.1,0.1,0,0,0,0,1,5,20.0,25,5,12.0,24.8,8,25.0,26.4,21,0,0.0,0,17.0,563,644,87.4,9615,2639,238,256,93.0,244,258,94.6,51,79,64.6,2,1.1,0.5,7,21,6,3,27,644,606,38,6,0,5,11,19,3,3,0,0,563,0,15,19,17,0,0,1,1,0,2,2,0,0,0,0,0,12,8,8,3,1,7,16,43.8,9,16,4,12,7,19,19,0,56.0,744,86,310,341,98,18,744,18,9,50.0,8,44.4,472,2204,1083,14,13,4,13,5,560,27,3,0,0,11,5,0,11,7,8,0,0,0,43,9,8,52.9
2024-02-23,20:45 (03:45),Matchweek 26,Fri,Home,W,2,0,Hellas Verona,2,12,3,25.0,0.17,0.67,13.2,0,0,0,1.6,1.6,0.13,0.4,0.4,Bologna,3,0,3,100.0,1,1.0,1.0,0,0,0,0,2,13,15.4,28,7,39.3,34.7,8,37.5,33.6,11,1,9.1,0,7.8,408,512,79.7,6979,2230,196,221,88.7,174,202,86.1,32,67,47.8,2,1.6,0.9,11,15,5,0,23,512,440,69,18,0,1,15,31,11,7,3,0,408,3,10,20,13,3,2,2,0,0,2,1,0,0,1,0,0,16,9,7,7,2,10,19,52.6,9,11,1,10,4,20,22,2,58.0,608,64,237,246,130,22,608,15,5,33.3,8,53.3,282,1379,635,11,4,2,18,4,402,23,2,0,0,12,15,3,15,4,9,0,0,0,34,15,16,48.4
2024-03-03,18:00 (01:00),Matchweek 27,Sun,Away,W,2,1,Atalanta,2,10,5,50.0,0.1,0.2,22.5,0,1,1,1.3,0.5,0.05,0.7,0.5,Bologna,2,1,1,50.0,0,1.2,0.2,0,0,0,0,6,12,50.0,29,1,31.0,33.0,8,37.5,34.8,23,1,4.3,0,7.3,407,496,82.1,7143,2481,185,211,87.7,171,195,87.7,39,66,59.1,0,0.5,0.5,7,19,4,0,20,496,454,40,11,1,3,5,17,2,0,2,0,407,2,8,15,11,2,0,1,1,0,3,1,0,0,1,1,0,19,10,9,6,4,11,19,57.9,8,23,6,17,9,28,27,0,45.0,639,89,277,254,114,11,638,22,11,50.0,8,36.4,350,1916,870,13,16,2,28,9,402,20,2,0,0,12,10,2,5,9,10,1,0,0,50,13,12,52.0
2024-03-09,18:00 (01:00),Matchweek 28,Sat,Home,L,0,1,Inter,0,18,3,16.7,0.0,0.0,22.4,1,0,0,0.6,0.6,0.03,-0.6,-0.6,Bologna,4,1,3,75.0,0,1.3,0.3,0,0,0,0,1,4,25.0,16,7,18.8,30.7,3,33.3,44.7,8,0,0.0,0,,602,698,86.2,9179,2781,344,372,92.5,198,219,90.4,39,64,60.9,0,0.4,0.4,15,48,6,0,44,698,652,46,12,0,5,20,22,7,4,2,0,602,0,16,29,23,2,1,2,0,1,0,0,0,0,0,0,0,11,5,2,3,6,4,7,57.1,3,14,0,14,6,17,13,1,60.0,804,46,199,388,225,18,804,19,11,57.9,7,36.8,555,2837,1344,22,19,5,12,7,596,43,2,0,0,18,9,0,20,6,5,0,0,0,45,6,17,26.1
2024-03-15,20:45 (03:45),Matchweek 29,Fri,Away,W,1,0,Empoli,1,20,9,45.0,0.05,0.11,15.6,0,0,0,2.3,2.3,0.12,-1.3,-1.3,Bologna,1,0,1,100.0,1,0.1,0.1,0,0,0,0,7,9,77.8,22,2,31.8,29.5,7,28.6,33.1,19,1,5.3,0,9.8,639,726,88.0,11260,3148,290,309,93.9,275,301,91.4,63,86,73.3,0,1.7,1.2,15,43,13,4,52,726,666,60,21,2,8,16,25,6,3,3,0,639,0,17,34,26,2,0,5,0,1,1,0,0,0,1,0,0,9,8,3,6,0,4,9,44.4,5,8,3,5,7,16,24,0,71.0,840,67,243,393,210,30,840,17,4,23.5,10,58.8,493,3177,1663,27,21,7,18,6,635,52,1,0,0,12,18,0,16,7,8,0,0,0,45,21,11,65.6
2024-04-01,12:30 (18:30),Matchweek 30,Mon,Home,W,3,0,Salernitana,3,14,3,21.4,0.21,1.0,17.5,1,0,0,1.6,1.6,0.11,1.4,1.4,Bologna,2,0,2,100.0,1,0.5,0.5,0,0,0,0,2,5,40.0,31,4,16.1,22.6,5,0.0,13.8,8,0,0.0,1,15.5,731,811,90.1,11379,3483,378,400,94.5,315,326,96.6,24,47,51.1,3,1.6,1.2,13,48,11,0,66,811,764,44,11,1,2,10,22,5,5,0,0,731,3,19,27,23,2,1,0,1,0,5,5,0,0,0,0,0,19,13,7,10,2,10,17,58.8,7,15,3,12,8,27,10,1,70.0,920,55,241,461,226,32,920,18,5,27.8,11,61.1,488,2891,1618,29,22,11,17,8,727,66,0,0,0,11,10,3,10,8,13,0,0,0,60,4,2,66.7
2024-04-07,12:30 (18:30),Matchweek 31,Sun,Away,D,0,0,Frosinone,0,13,5,38.5,0.0,0.0,16.5,0,0,0,2.0,2.0,0.17,-2.0,-2.0,Bologna,5,0,5,100.0,1,0.3,0.3,0,0,0,0,3,5,60.0,22,9,4.5,25.5,6,66.7,48.0,8,0,0.0,1,20.0,535,630,84.9,8310,2832,311,340,91.5,171,189,90.5,37,64,57.8,0,1.7,1.0,12,33,8,2,37,630,589,39,10,1,5,9,20,2,2,0,0,535,2,7,24,19,2,2,1,0,0,0,0,0,0,0,0,0,19,13,12,6,1,11,18,61.1,7,13,4,9,6,25,11,1,65.0,735,60,247,382,111,16,735,13,9,69.2,3,23.1,507,2508,1197,12,10,3,14,11,531,37,3,0,0,14,9,2,9,6,13,0,0,0,49,20,11,64.5
2024-04-13,20:45 (02:45),Matchweek 32,Sat,Home,D,0,0,Monza,0,17,7,41.2,0.0,0.0,16.2,3,0,0,2.1,2.1,0.12,-2.1,-2.1,Bologna,0,0,0,,1,0.0,0.0,0,0,0,0,0,1,0.0,16,4,6.3,17.8,3,0.0,13.3,2,0,0.0,1,26.0,502,584,86.0,8871,2854,190,209,90.9,264,285,92.6,39,66,59.1,0,1.9,2.1,14,58,11,0,70,584,531,52,16,1,2,22,22,10,6,3,0,502,1,12,34,23,4,2,2,3,0,0,0,0,0,0,0,0,8,7,3,5,0,3,10,30.0,7,11,1,10,5,13,8,0,62.0,657,31,110,342,210,31,657,14,7,50.0,6,42.9,409,2315,1305,21,16,8,11,7,499,70,4,0,0,13,18,1,22,5,7,0,0,0,43,6,10,37.5
